epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.34718748927116394,0.0010000000474974513,1.8883755207061768,0.44062501192092896,1.7418923377990723
1,0.6440625190734863,0.0010000000474974513,1.0602939128875732,0.4387499988079071,2.011780261993408
2,0.7323437333106995,0.0010000000474974513,0.7956896424293518,0.6043750047683716,1.2430957555770874
3,0.7724218964576721,0.0010000000474974513,0.6693205237388611,0.7431250214576721,0.7890055179595947
4,0.7977343797683716,0.0010000000474974513,0.5885682702064514,0.7825000286102295,0.6437034010887146
5,0.8315625190734863,0.0010000000474974513,0.4911101162433624,0.8631250262260437,0.4322880506515503
6,0.8404687643051147,0.0010000000474974513,0.46992382407188416,0.831250011920929,0.5016006231307983
7,0.8670312762260437,0.0010000000474974513,0.3919491171836853,0.8143749833106995,0.6369959712028503
8,0.8788281083106995,0.0010000000474974513,0.3563259243965149,0.8393750190734863,0.4796248972415924
9,0.8892187476158142,0.0010000000474974513,0.3407652974128723,0.887499988079071,0.3167678117752075
10,0.9002344012260437,0.0010000000474974513,0.2988584637641907,0.8368750214576721,0.5486247539520264
11,0.9060937762260437,0.0010000000474974513,0.2811122238636017,0.875,0.3812287449836731
12,0.9103906154632568,0.0010000000474974513,0.25354552268981934,0.9075000286102295,0.2802847623825073
13,0.9149218797683716,0.0010000000474974513,0.25328516960144043,0.9225000143051147,0.21298103034496307
14,0.9229687452316284,0.0010000000474974513,0.22960078716278076,0.9268749952316284,0.20277896523475647
15,0.9195312261581421,0.0010000000474974513,0.23455263674259186,0.8887500166893005,0.3395557701587677
16,0.9132031202316284,0.0010000000474974513,0.25809770822525024,0.9168750047683716,0.2395125776529312
17,0.9280468821525574,0.0010000000474974513,0.20814359188079834,0.9156249761581421,0.23640850186347961
18,0.926953136920929,0.0010000000474974513,0.21830913424491882,0.9275000095367432,0.20315492153167725
19,0.9620312452316284,0.0003000000142492354,0.11210185289382935,0.956250011920929,0.13651061058044434
20,0.9672656059265137,0.0003000000142492354,0.09725618362426758,0.9624999761581421,0.1104293167591095
21,0.9651562571525574,0.0003000000142492354,0.09936479479074478,0.9618750214576721,0.11356312036514282
22,0.9682031273841858,0.0003000000142492354,0.09368547797203064,0.9631249904632568,0.1119706854224205
23,0.9693750143051147,0.0003000000142492354,0.08727392554283142,0.9549999833106995,0.12397295981645584
24,0.9678124785423279,0.0003000000142492354,0.08802339434623718,0.949999988079071,0.14029361307621002
25,0.9765625,9.000000136438757e-05,0.06751210987567902,0.96875,0.09454602003097534
26,0.9792187213897705,9.000000136438757e-05,0.06048388034105301,0.9649999737739563,0.09914346039295197
27,0.9782031178474426,9.000000136438757e-05,0.06397130340337753,0.9762499928474426,0.07490433752536774
28,0.9795312285423279,9.000000136438757e-05,0.05760618671774864,0.9612500071525574,0.11822246760129929
29,0.9800000190734863,9.000000136438757e-05,0.055303387343883514,0.9693750143051147,0.08540625870227814
30,0.9800781011581421,9.000000136438757e-05,0.055597711354494095,0.9775000214576721,0.0666966661810875
31,0.9817187786102295,9.000000136438757e-05,0.04999469593167305,0.9662500023841858,0.11424186825752258
32,0.9814843535423279,9.000000136438757e-05,0.0540567971765995,0.9806249737739563,0.06127815321087837
33,0.98046875,9.000000136438757e-05,0.05733231455087662,0.9668750166893005,0.09285208582878113
34,0.9821093678474426,9.000000136438757e-05,0.05060439929366112,0.9631249904632568,0.10772845149040222
35,0.9823437333106995,9.000000136438757e-05,0.05174904316663742,0.9756249785423279,0.07301370799541473
36,0.9807812571525574,9.000000136438757e-05,0.053302355110645294,0.9700000286102295,0.09301864355802536
37,0.9833593964576721,2.700000004551839e-05,0.04677039757370949,0.9700000286102295,0.08140449225902557
38,0.9841406345367432,2.700000004551839e-05,0.04244116321206093,0.9743750095367432,0.0732806921005249
39,0.9840624928474426,2.700000004551839e-05,0.04243876412510872,0.9781249761581421,0.0686120018362999
40,0.9835156202316284,2.700000004551839e-05,0.04647079482674599,0.9768750071525574,0.06820929050445557
41,0.9850000143051147,8.099999831756577e-06,0.03966664895415306,0.9731249809265137,0.07996766269207001
42,0.9852343797683716,8.099999831756577e-06,0.04320180043578148,0.9743750095367432,0.0747997909784317
